"AT0000A27YQ4","EB WTI TS14       ","        ","2020/11/09",939.30         ,-7.58    ,1016.36        ,281.67         ,1753.43        ,0            ,.00                ,"2020/02/03","E","2","F",.00            ,.00            ,1004.62        ,1      
"AT0000A2BSQ2","EB WTI TS15       ","        ","2020/11/09",805.45         ,-8.66    ,881.84         ,142.95         ,1599.97        ,0            ,.00                ,"2020/03/24","E","2","F",.00            ,.00            ,870.94         ,1      
"AT0000A2J4U3","EB WTI TS19       ","        ","2020/11/09",237.62         ,-22.01   ,304.67         ,219.75         ,369.03         ,850          ,203888.75          ,"2020/11/09","E","2","F",234.77         ,243.33         ,297.36         ,1      
"AT0000A163C4","EB WTI TS7        ","        ","2020/11/09",1879.16        ,-4.17    ,1960.85        ,1255.72        ,2831.00        ,0            ,.00                ,"2014/10/01","E","2","F",.00            ,.00            ,1943.22        ,1      
"AT0000A19LB0","EB WTI TS8        ","        ","2020/11/09",1695.11        ,-4.55    ,1775.88        ,1064.97        ,2619.98        ,0            ,.00                ,"2018/11/09","E","2","F",.00            ,.00            ,1759.41        ,1      
"CZ0000000104","EIB 0,00/23       ","BDDEIB  ","2020/11/09",40.98          ,.00      ,40.98          ,40.98          ,40.98          ,0            ,.00                ,"2011/11/04","U","2","O",.00            ,.00            ,.00            ,1      
"CZ0009009718","EMAN              ","BAAEMAN ","2020/11/09",63.00          ,.00      ,63.00          ,60.00          ,63.00          ,0            ,.00                ,"2020/10/09","U","2","M",.00            ,.00            ,.00            ,500    
"CS0008419750","ENERGOAQUA        ","BAAENRGA","2020/11/09",2560.00        ,.00      ,2560.00        ,2200.00        ,2560.00        ,0            ,.00                ,"2020/11/05","T","2","F",.00            ,.00            ,.00            ,1      
"CZ0003527749","EN.-PRO GF 6,50/23","BDAENEPS","2020/11/09",101.00         ,.00      ,101.00         ,100.00         ,101.00         ,2136         ,21493873.36        ,"2020/11/09","T","2","F",100.00         ,102.00         ,100.00         ,1      
"DE000ENAG999","E.ON              ","BAAEOAN ","2020/11/09",242.80         ,.00      ,242.80         ,218.20         ,280.10         ,0            ,.00                ,"2020/11/04","T","2","M",.00            ,.00            ,.00            ,1      
"CZ0003519407","EPH VAR/22        ","BDCEPHFI","2020/11/09",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","U","2","F",.00            ,.00            ,.00            ,1      
"CZ0003524464","EPH 4,50/25       ","BDDEPHFI","2020/11/09",98.51          ,.00      ,98.51          ,98.00          ,100.50         ,0            ,.00                ,"2020/11/06","T","2","F",.00            ,.00            ,.00            ,1      
"CZ0003704595","EQUA BANK VAR/27  ","BDBICBA ","2020/11/09",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","U","2","F",.00            ,.00            ,.00            ,1      
"CZ0003704900","EQUA BANK 4,06/29 ","BDDICBA ","2020/11/09",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","U","2","F",.00            ,.00            ,.00            ,1      
"AT0000652011","ERSTE GROUP BANK  ","BAAERBAG","2020/11/09",545.00         ,12.60    ,484.00         ,430.00         ,885.00         ,918891       ,478751516.10       ,"2020/11/09","T","2","O",484.50         ,547.60         ,487.50         ,1      
"CZ0003517724","EUC VAR/22        ","BDAEUC  ","2020/11/09",100.00         ,.00      ,100.00         ,100.00         ,100.00         ,0            ,.00                ,"1900/01/01","U","2","F",.00            ,.00            ,.00            ,1      
